Clean_Product_Name,Customer_Name,Review_Date,clean_title,clean_description,Sentiment
Iphone 16,عبير ع.,مايو 30 2025,شكرا للمصدقيه الجهد بطل ماندمت اني اخدته,يجنن مره جاني مغلف ومرتب شكرا كنت خايفه التعليقات الحمدلله جاني احسن حال شكرا المصدقيه,positive
Galaxy S24 Ultra Titanium Ram,Mehedi Hasan P.,يونيو 15 2025,منتج جيد الهاتف الرسمي,الهاتف,neutral
Galaxy S24 Ultra Titanium Ram,Anonymous,فبراير 18 2024,رهيبه المعلن عنها,افضل منتج والبائع الموصي,positive
Galaxy A16 Space Ram,Shahzad A.,أبريل 5 2025,لطيف جيد,جيد,positive
Galaxy S24 Ultra Titanium Ram,Amro A.,يونيو 7 2024,الجهاااز رائع وفوووق التقيييم,انا قرات مراجعات تقول انه الجهاز بسخن هالشي صحيح اول ايام تقريبا عشان الجهاز جالس يفهم اسلوب استخدامك وبعدها بيصير باااردد حتي بالالعاب قرات انه الجهاز يخلص شحن بسرعه وهالشي صحيح باول ايام تقريبا او اسبوع عشان الحهاز يفهم اسلوب استخدامك بعدها المزيد الجهاز الشحنه تكمل معي يوم كامل واستخدامي يعتبر متوسط انصححح بشده بملك الجوالات,negative
Iphone 16,Mohammed Q.,مارس 20 2025,توصيل خلال يومين منتج حاله ممتازه,تم التوصيل خلال يومين الطلب تم استلام المنتج حاله ممتازه وجود اي عيوب الجهاز رائع ويفي بالغرض والحاجه,neutral
Galaxy S24 Ultra Titanium Ram,Anonymous,يوليو 11 2025,يوجد ترجمه متوفره,يوجد ترجمه متوفره,neutral
Galaxy S24 Ultra Titanium Ram,Prejeth P.,فبراير 4 2025,لطيف,هاتف محمول مثالي البطاريه كانت تنفد بسرعه اكبر,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,أغسطس 1 2025,هاتف مذهل,لدي بالفعل واحصل علي الثاني,neutral
Galaxy A16 Space Ram,Zafar A.,مارس 26 2025,الجهاز رائع,شيء شيء رائع مقابل السعر احببته,positive
Iphone 16,Patel L.,مارس 11 2025,خفيف الوزن,منتج جيد,positive
Galaxy A16 Space Ram,Anonymous,يونيو 3 2025,الجهاز مفتوح قلل كده,الجهاز تم فتحه مسبقا وليس جديد,neutral
Iphone 16,Hamad  A.,سبتمبر 27 2025,الجهاز لايعمل ولم يتم ارجاعه وتم طلب مني ان اعمل صيانه الضمان,حال المنتج لايعمل وقت الاستلام المفترض ارجاعه واستبداله,neutral
Iphone 16,شريفه ع.,مايو 31 2025,تجربه سييييييييئه,للاسف الجوال وصلني يوجد مشكله بالايسي للشبكه يعمل والتحديثات للجوال تتحدث ووقت التحديث يعلق الجوال تجربه سيئه,negative
Galaxy A16 Space Ram,Anonymous,سبتمبر 5 2025,جميل جدا وسهل الاستخدام,جميل جدا وسهل الاستخدام,positive
Galaxy A16 Space Ram,يوسف ب.,يونيو 2 2025,ملحقات الجهاز,ملحقات الجهاز مكتمله راس الشاحن,neutral
Iphone 16,صلاح س.,أبريل 6 2025,ماشاء كويس وضمان سنتين,ماشاء كويس وضمان سنتين الحسبات الشرق الاوسط انصح الجميع الشراء بضاعه اصليه والتزام التوصيل الوقت المحدد,neutral
Galaxy A16 Space Ram,Yahya K.,أبريل 5 2025,لماذا يااتي مغلف,لماذا يااتي الجهاز مقلف,negative
Iphone 16,شيخه ا.,مايو 8 2025,المنتج اصلي لاتترددوا,كنت خايفه انه مايكون اصلي الحمدلله اصلي انتاج والبائع شركه عقلانيات جدا ممتازه انصح اول تعامل ومو الاخير,positive
Galaxy A16 Space Ram,احمد سيد محمد حسان ا.,أغسطس 24 2025,لايوجد شي الهاتف سواء وصله شاحن,سرعه التوصيل,positive
Galaxy S24 Ultra Titanium Ram,MD B.,يناير 5 2025,انه جيد رايته,انه جيد رايته,positive
Iphone 16,Anonymous,مايو 7 2025,مو مضمون,صراحه اخذته والجوال يعلق يوم ادخل البرنامج يعلق ولازم احذف الصفحه مدري البلا ابل نفسها فا اضمن اشترو محل,negative
Galaxy A16 Space Ram,Anonymous,أغسطس 21 2025,الجوال مواصفاته ممتازه وعمليه وتوصيل سريع,ممتاز,positive
Galaxy S24 Ultra Titanium Ram,Sanal S.,مايو 8 2025,اعتقد ان الحزمه كانت مفتوحه منتج جيد,سيئا,negative
Galaxy A16 Space Ram,احمد A.,مارس 24 2025,ممتازجدا مواصفات الهاتف يستحق الشراء,يوجد,neutral
Galaxy S24 Ultra Titanium Ram,Hamza I.,يوليو 18 2024,تم استلامه بحاله جيده,احب الخدمه تم استلامها بحاله جيده,positive
Iphone 16,Anonymous,فبراير 20 2025,احب المنتج,مدهش,positive
Galaxy A16 Space Ram,ايمان م.,أبريل 15 2025,هاتف جميل المواصفات,يعمل جيدا التطبيقات,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,يونيو 20 2025,العنصر الخطا,لقد طلبت هاتفا محمولا وحصلت علي العنصر الخطا,neutral
Galaxy A16 Space Ram,Anonymous,يوليو 13 2025,الجهاز خفيف,الجهاز خفيف وسهل اليدالشاشه كبيره,positive
Iphone 16,Adel A.,مايو 30 2025,المنتج غيب,الجهاز يسخن بزياده ويعلق والبطاريه تفضي بسرعه حتي وانا حاطو وضع طيران والشبكه تنزل لازم احط وضع طيران وارجعو علي شان ترجع,negative
Galaxy A16 Space Ram,Anonymous,أغسطس 3 2025,يدعم شريحه الكترونيه,يدعم شريحه الكترونيه,neutral
Iphone 16,محمد حسين أ.,مارس 24 2025,طلبات توصيل سريع عجبني شكرا فريق,جوال ايفون وردي تجربه ممتاز جدا وصلتني الموعد المحدد شكرا فريق عام وانت بخير رمضان المبارك,positive
Galaxy S24 Ultra Titanium Ram,Abrar R.,أكتوبر 12 2024,منتج جيد جدا احبه,المنتج جيد وقد اثبتت شكرا لـ,positive
Galaxy A16 Space Ram,Anonymous,أغسطس 29 2025,عيوب الصناعه,الهاتف يشحن وحاجه صعبه يعني,negative
Iphone 16,Anonymous,أكتوبر 7 2025,جيد جدا جدا,جيجج,neutral
Galaxy A16 Space Ram,احمد ن.,أبريل 29 2025,شاء الله تبارك الرحمن,شاء الله تبارك الرحمن,positive
Galaxy S24 Ultra Titanium Ram,Rustam M.,ديسمبر 30 2024,جميل هاتف,رائع اصلي انا سعيد جدا,positive
Galaxy S24 Ultra Titanium Ram,Mohamed W.,يونيو 26 2025,ممتاز اصلي ضماان خدمه نجوم,ممتاز اصلي جديد صنع فيتنام اصدار للسعوديهو الشرق الاوسط جلاكسي اس الترا ممتاز ماشاءالله السعر ارخص المواقع علي جوجل سعر ممتاز توصيل مجاني خدمه نجوم ماشاءالله التليفون جاي متسكر جيد جدا عندهم مصداقيه امانه ضمان اصلي شكرا,positive
Galaxy S24 Ultra Titanium Ram,AHMED M.,نوفمبر 14 2024,تمت الموافقه صنع فيتنام,ممتاز شكرا للبائع والظهيره,positive
Galaxy S24 Ultra Titanium Ram,Aamir S.,ديسمبر 9 2024,رائع,المنتج اصلي انا راض جدا,positive
Galaxy S24 Ultra Titanium Ram,Anonymous,سبتمبر 27 2024,لطيف جدا,انا احب الهاتف جدا لاستخدامه الشحن السريع الجيد,positive
Iphone 16,Shady S.,أغسطس 4 2025,الجوال صراحه مره حلو عاجبني شكرا سوبر مول علي هادي الخدمه,الجوال صراحه مره حلو عاجبني شكرا سوبر مول علي هادي الخدمه,positive
Galaxy A16 Space Ram,فيصل ا.,مارس 14 2025,الواي فاي مايشتغل مايحمل برامج بسوق ثفيل الجهاز,صفر,neutral
Iphone 16,Anonymous,فبراير 27 2025,الجوال معلق والصور يصير لونها اسود والنت بطل يشتغل نصيحه لحد يشتري,يعجبني الجوال معلق والصور يصير لونها اسود والنت بطل يشتغل نصيحه لحد يشتري,negative
Galaxy A16 Space Ram,AlaaEldeen B.,فبراير 1 2025,الرجاء توفر شاحن المنتج,عدم توفر الشاحن يعجبني,negative
Iphone 16,Kimo O.,يناير 1 2025,ممتاز,الجهاز اصلي شكرا وان والتوصيل فالموعد المحدد شاشه ممتازه معالج ممتاز كاميرا فنانه الجهاز رائع وعلي احتياجاتك اختار الجهاز المناسب,positive
Galaxy A16 Space Ram,هدى ض.,أبريل 24 2025,نوع الجهاز,البطاريه ممتازه يلي يباله تدقيق الكمره,neutral
Galaxy A16 Space Ram,Abdullah E.,أبريل 22 2025,جوال متوسط,باس جوال خفيف يوجد فقط وصله شاحن,neutral
Galaxy S24 Ultra Titanium Ram,Anonymous,نوفمبر 3 2024,الموبايل يسخن جدا,الموبايل يسخن جدا,negative
Iphone 16,عبدالعزيز ا.,أكتوبر 7 2025,لايقبل الشحن,شريت ايفون العادي جيجا بعدها بيوم يقبل الشحن طريق سلك الشاحن وطلبت استرجاعه طريق الضمان,neutral
Galaxy S24 Ultra Titanium Ram,Anonymous,مارس 9 2025,خدمه جيده وسريعه ومنتج جيد,شكرا جزيلا علي الظهيره,positive
Iphone 16,Anonymous,مارس 11 2025,مستحسن,اصلي,positive
Galaxy A16 Space Ram,Anonymous,سبتمبر 20 2025,المنتج سيي,الجهاز وصلني يومين اشتغل,neutral
Iphone 16,فهد ا.,مايو 14 2025,الجوال اصلي,شهر تقريبا شريته ومرره كويس للامانه مافيه فرق بينه وبين الي عنده جوال قبلهم فا انصح يرقي وياخذ,neutral
Galaxy S24 Ultra Titanium Ram,MAZAHAR A.,أغسطس 18 2024,افضل هاتف السوق,الكاميرا والشاشه والذكاء الاصطناعي وجميع الميزات,neutral
Iphone 16,Anwar A.,مارس 18 2025,الرقابه الابويه مميزه,ايفون غني التقييم ومميزات رائعه خاصه انه لبنتي الصغيره اقدر اراقبها واشوف شي بالجهار تعب بفضل تقنيه ابل,positive
Galaxy S24 Ultra Titanium Ram,Suresh T.,يونيو 7 2025,منتج اصلي,منتج اصلي انصح بشرائه,positive
Galaxy A16 Space Ram,ناصر ع.,مايو 12 2025,عدم الاتصال بشبكه الواي فاي,يعجبني الجهاز,positive
Galaxy S24 Ultra Titanium Ram,Evans B.,أبريل 8 2024,راض جدا,انا احب الهاتف انه رائع يمكن ان اطلب المزيد,positive
Galaxy A16 Space Ram,Anonymous,يوليو 27 2025,اصلي ويوصل بسرعه,اصلي وسهل الاستخدام انصح,positive
Galaxy A16 Space Ram,رفيق م.,أكتوبر 1 2025,,جيد بالنسبه لجوال سعره يعلق احيانا,neutral
Galaxy S24 Ultra Titanium Ram,Anonymous,ديسمبر 7 2024,جيد للغايه,افضل جهاز الوقت لمن يحتاجه,positive
Galaxy S24 Ultra Titanium Ram,Husam J.,مارس 15 2025,سعر جيد لهاتف ذكي قوي,المنتج الاصلي,neutral
Galaxy S24 Ultra Titanium Ram,Rashid A.,مارس 14 2025,اصلي وتوصيل سريع,صنع فيتنام راض,neutral
Galaxy S24 Ultra Titanium Ram,MD S.,أبريل 4 2024,منتج ممتاز جدا وجميل جدا شكرا للظهيره,خدمه جيده,positive
Galaxy A16 Space Ram,Husain A.,يوليو 22 2025,ممتاز,صراحه ارخص السوق بكثير وممتاز جدا,positive
Iphone 16,Anonymous,أغسطس 6 2025,التغليف سيئ والكرتون حق الجوال سبق فتحه يكن جديد,يعجبني اي شي الجهاز مفتوح واظطررت الي بيعه نقاط بيع خارجيه,neutral
Galaxy A16 Space Ram,Anonymous,سبتمبر 24 2025,ممتاز,ممتاز يشغل الشرائح الهايبريد,positive
Iphone 16,Anonymous,فبراير 24 2025,ابل كوكب اخر,ابداع شركه ابل اصدارات الايفون شي يفوق الخيال جهاز ممتاز وخفيف الوزن والكاميرا اكثر رائعه والحجم جدا مناسب,positive
Iphone 16,Mohamed A.,مارس 24 2025,تمام ارسال جهاز مستعمل ومفتوح ولون مختلف والمنتج قابل لارجاع,تمام ارسال جهاز مستعمل ومفتوح ولون مختلف والمنتج قابل لارجاع,neutral
Galaxy A16 Space Ram,عماد ع.,أغسطس 15 2025,شاحن الهاتف مهم يكون معاه وزود السعر,جيد جدا,positive
Iphone 16,Anonymous,ديسمبر 31 2024,رائع,انا احب شكرا,positive
Galaxy A16 Space Ram,فايز ا.,يونيو 5 2025,لانصاح باستخدام الجهاز,استخدام الجهاز سيء,negative
Galaxy A16 Space Ram,عبدالغني ا.,أبريل 3 2025,جهاز حلو وعملي,اعجبني الجهاز تجربه جيده,positive
Iphone 16,عمر ب.,يونيو 3 2025,حلو اصلي عيب,اللي ماعنده ابراج بالبيت ماينفع انا اخذته عشان اتصال الواي فاي وللاسف سيء جدا شي تمام,negative
Iphone 16,Anonymous,أغسطس 23 2025,ممتاز,احبها,positive
Iphone 16,Naser A.,أغسطس 4 2025,منتج اصلي,منتج اصلي والتغليف ممتاز وسرعه التوصيل شاء الله شكرا شركه وانا مبسوط الخدمه المقدمه عندكم,positive
Galaxy A16 Space Ram,Rania  F.,مارس 18 2025,الهاتف جيد توصيل سريع,الهاتف جيد توصيل سريع,neutral
Galaxy S24 Ultra Titanium Ram,Mohammad I.,يناير 27 2025,افضل هاتف لهذا العام,الحمد لله شيء علي يرام,positive
Galaxy S24 Ultra Titanium Ram,Fazal N.,يوليو 21 2024,شكرا ظهرا,تابي شركه رائعه للمهمه شكرا,positive
Galaxy A16 Space Ram,Anonymous,أغسطس 11 2025,سامسونج غنيه التعريف جدا جدا جميل,ممتاز,positive
