Clean_Product_Name,Brand,Customer_Name,Review_Date,clean_title,clean_description,Sentiment
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,فبراير 12 2025,سامسونج جالكسي اس الترا,لاول مره علي الانترنت كانت النتيجه الاولي رائعه جدا اشتريت هاتفا محمولا,positive
Iphone 16,Apple,Benien A.,سبتمبر 12 2025,انه جيد جدا,كنت خائفا البدايه شرائه لانني اشتر جهازا الظهيره وكانت المراجعات تخيفني اكثر نوعا لدي شعور غريزي واشتريته وجاء بحاله جيده جدا وكان الصندوق وجاء شيء معه جديد تماما ويعمل بشكل جيد للغايه,negative
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مارس 24 2025,اجمل هاتف رايته علي الاطلاق,شيء جميل الكاميرا والشاشه,positive
Iphone 16,Apple,Shi V.,سبتمبر 1 2025,المنتج تالف وسوء التعامل,خيبه امل كبيره وصل صندوق الايفون مخدوشا ومتسخا وغير جديد مقبول لمنتج فاخر يجب علي ضمان تغليف ومناوله افضل فاستلام صندوق تالف لهاتف جديد كليا امر مقبول علي الاطلاق,negative
Galaxy S24 Ultra Titanium Ram,Samsung,Dr  A.,أكتوبر 21 2024,جيد,لقد شعرت بالارتباك قليلا شراء المنتج عبر الانترنت ولكنني فوجئت اوصي بشده,neutral
Iphone 16,Apple,John Michael G.,أكتوبر 8 2025,شرعي واصلي,استلمت المنتج بحاله ممتازه معبا جيدا ومغلفا باحكام يدل علي عنايه فائقه التعامل المنتج اصلي ومطابق تماما للوصف انا راض جدا عمليه الشراء واوصي بشده بهذا البائع,positive
Iphone 16,Apple,Abdul Q.,مايو 6 2025,صندوق ايفون دوليا جوده رديئه والختم جيدا,انا اشتري المنتج الدولي المره الاولي اشعر بعدم الرضا الظهيره ويقدمون منتجا هنديا وليس جيدا واعتقد ان المنتج مستعمل واعادوا تعبئته واعطوني وصندوق الهاتف جوده ارخص,negative
Galaxy A16 Space Ram,Samsung,علي س.,يونيو 16 2025,اعجبني كثير وماتحس ان سعره خيالي سعره مناسب جدا وحلوه مواصفاته كثير والجهاز اصلي,انصح بشراء سامسنج,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 29 2025,تم اتلاف الشاشه,خلال سته اشهر تضررت شاشه الهاتف انا مصدوم جدا,negative
Iphone 16,Apple,Harni P.,نوفمبر 2 2024,الهاتف الاصلي والجديد,لقد كنت اقلل تقديري للشراء عبر الانترنت للمره الاولي ولكنني وصلت الهاتف جديدا وكما موضح الشيء الوحيد ادهشني التغليف ياتي غلاف فقاعي متوقعا صندوق لمزيد الامان الهاتف وصل بامان ولم يلحق اي ضرر شكرا,positive
Galaxy A16 Space Ram,Samsung,Anonymous,أغسطس 25 2025,اخبار المشتري بان السماعه مكان الشحن,اعجبني شيء جميل الا موضوع مكان السماعه صراحه,positive
Iphone 16,Apple,Satish N.,يونيو 13 2025,نسخته الهنديه واعيد اغلاقه,يرجي عدم شراء المنتج فهو اصدار هندي وليس دولي والجهاز مغلف جوده العلبه رديئه وليست اصليه يسمح لهذا البائع ببيع المنتجات المطالبه بارجاعها,negative
Galaxy A16 Space Ram,Samsung,Anonymous,مارس 18 2025,جيد,جميل جيد,positive
Galaxy A16 Space Ram,Samsung,سعيد السيد سعيد ا.,يوليو 22 2025,سامسونج,الحاجه الصوره بظبط لاكن لايوجد اي مشتملات اخري العلبه الواصله الشحن فقط,neutral
Galaxy A16 Space Ram,Samsung,Md S.,مايو 31 2025,منتج جيد,,neutral
Galaxy A16 Space Ram,Samsung,ذياب محمد ا.,يوليو 10 2025,بطل يكفي انه سامسونج,شي مثالي بمنتجات سامسونج نصيحه لاتتعدونه رووووووعه حجمه وضوحه,positive
Galaxy A16 Space Ram,Samsung,احمد ابراهيم محمد ش.,مارس 1 2025,عدم وجود شاحن الهاتف,لايوجد شاحن الهاتف يوجد فقط وصله تايب سي الطرفين ودبوس استخراج الشريحه فقط,neutral
Galaxy A16 Space Ram,Samsung,Aysha A.,أغسطس 9 2025,منتج اصلي,الموبايل اصلي مغلف فاق توقعاتي ان سعره الافضل السوق شكرا,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Saqib W.,أغسطس 7 2025,هاتف مذهل,هاتف رائع احبه مواصفاته ممتازه ومميزه وانصح بشده,positive
Iphone 16,Apple,Soulef E.,أكتوبر 10 2025,لقد تم اغلاق الهاتف للتو الاسبوع الثاني الاستخدام,شيء علي يرام حتي تم اغلاق الهاتف فجاه ولم اتمكن شحنه ولم اتمكن تشغيله واود الحصول علي مزيد المساعده بشان شكواي ان الهاتف مغلق الان,negative
Galaxy A16 Space Ram,Samsung,AHMED  S.,أبريل 13 2025,تم الفحص المنتج اصلي,شكرا لمصداقيه والبائع المنتج اصلي وكما الوصف صلني نسخه فيتنام,positive
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 23 2025,جيد,جهاز ممتاز للطلاب او الاستخدام البسيط مش مخصص للالعاب الثقيله لكنه بيادي الغرض وزياده,positive
Galaxy S24 Ultra Titanium Ram,Samsung,SYED ZAKIR HUSSAIN S.,يونيو 14 2025,جوال مستعمل شهرين,اشتريت هاتفا محمولا مقابل درهما اماراتيا لكنني تلقيت هاتفا محمولا مفعلا عمره شهرين,neutral
Galaxy A16 Space Ram,Samsung,Mohamed M.,يونيو 9 2025,شكرا جدا وفاليو عرض ممتاز فاليو شهر,شكرا جدا وفاليو عرض ممتاز فاليو شهر,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,مايو 7 2025,الجوال جديدا,اين ترسل عبوات الهاتف المحمول المعاد تدويرها والتي جديده فقط علي الهاتف المحمول,neutral
Iphone 16,Apple,Anonymous,مايو 16 2025,شراء جيد,عمر الهاتف شهرين فقط تاريخ الصنع لذا يكن قديما او شابه ان علبه ابل كانت مخدوشه ومتسخه الشيء الهاتف يعمل بشكل جيد ينبغي علبته مغلقه شيء علي يرام,negative
Galaxy S24 Ultra Titanium Ram,Samsung,Ryan Christian L.,مارس 4 2025,جيد وشرعي,لقد قمت بالتحقق شرعيه الهاتف شرعي بنسبه والهاتف جيد جدا,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Faisal R.,مارس 3 2025,اس الترا,لقد طلبت المنتج اصلي ومغلف بشكل محكم اوصي بشده,neutral
Iphone 16,Apple,John Marvic Q.,أكتوبر 9 2025,قانوني,بناء علي ملاحظات العملاء تاكدت فورا الرقم التسلسلي للهاتف استلامه يزال الجهاز مفعل يؤكد اصالته وحالته الجديده,neutral
Iphone 16,Apple,Vijesh D.,مايو 6 2025,تشتري الهاتف الموقع,لقد استلمت المنتج منكم للاسف يبدو انه مقلد يظهر اي غطاء يشير بوضوح الي انه يكون اصليا,negative
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أكتوبر 1 2024,تحقق المراجعه البائع,انا سعيد لانني حصلت علي الهاتف المحمول الاصلي اشكر متجر علي هاتفي المحمول احبه,positive
Iphone 16,Apple,Tems K.,سبتمبر 15 2025,الهاتف يعمل بشكل جيد,اشتريت الهاتف شهرين تقريبا يسخن وينطفئ استطيع استخدامه حتي فهو ينطفئ ارجو اعادته يزال الضمان,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Mar V.,أغسطس 19 2025,النسخه العالميه الاصليه والحقيقيه صنع فيتنام,شيء جيد,positive
Iphone 16,Apple,Althaf S.,نوفمبر 25 2024,منتج جيد,لقد استلمت الهاتف اليوم بحاله ممتازه لقد اشتريته خلال تخفيضات الجمعه الصفراء بافضل سعر ممكن السوق المنتج اصلي تماما كنت ستشتريه المتجر الضمان,positive
Galaxy A16 Space Ram,Samsung,Anonymous,مارس 4 2025,ياتي شاحن كعاده شركه سامسونغ,اعجبني الجوال الا انه ياتي شاحن سماعات استيكر,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Shafiul Islam M.,أغسطس 10 2025,منتج جيد,الشحن ممتاز ايضا المنتج سليم الهاتف يعمل بشكل جيد توجد اي مشكله,neutral
Iphone 16,Apple,Anonymous,مايو 6 2025,انتهت التغطيه,اثناء التحقق دعم وفقا للرقم التسلسلي المذكور المربع يوضح انتهاء صلاحيه التغطيه وخيار الخدمه المذكور يتم تقديم خدمه واصلاح مدفوعه دعم الهاتف,neutral
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 9 2025,الشحن البطيء عيبه الرئيسي,البطاريه تاخد وقت طويل عشان تشحن خاصه تستخدم الشحن العادي,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,أبريل 16 2025,سامسونج جالكسي اس الترا,المنتج جيد للاسف استخدم اصدار الشرق الاوسط استخدمه الهند,neutral
Iphone 16,Apple,NAVEEN  E.,أكتوبر 10 2025,كنت متوترا الشيء لكنني راض تماما المنتج,المنتج اصلي العبوه بحاله جيده ضمان توجد اي مشكله,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Sohail K.,يناير 26 2025,افضل الاسعار الظهيره,لقد طلبت هاتف واستلمت الهاتف الاصلي توجد اي مشكله الهاتف المحمول,neutral
Iphone 16,Apple,Abdul Q.,أغسطس 14 2025,مدهش المنتج السعودي الاصلي,جوال ابل الاصلي انا سعيد جدا والعلامه الاصليه الامان انه امر مهم جدا شكرا,positive
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 13 2025,الجهاز شغال تمام,الجهاز شغال تمام يحمي شوي استخدمته لفتره طويله خصوصا الالعاب,positive
Galaxy A16 Space Ram,Samsung,Anonymous,يوليو 13 2025,البطاريه كويسه,البطاريه كويسه استخدمتها بشكل مكثف تحتاج تشحنها مره ثانيه خلال اليوم,positive
Galaxy A16 Space Ram,Samsung,Anonymous,مايو 15 2025,يوجد جراب شاحن فقط كيبل الشحن,جوال جيد الاستخدام بدون ملحقات فقط كيبل الشحن,neutral
Iphone 16,Apple,Zulqarnain H.,يونيو 19 2025,جوال مستعمل,لقد طلبت هاتف ايفون جديدا ايام ولكنهم ارسلوا هاتف ايفون مستعملا لقد دفعت اموالا مقابل هاتف ايفون جديد ولكنهم ارسلوا هاتفا مستعملا وقاموا بتغليفه بانفسهم,neutral
Iphone 16,Apple,Mughal M.,يناير 25 2025,ايفون جيجا,يسعدني ان اشارك تجربتي المورد زودني بالعنصر الاصلي لجهاز وبسعر جيد مقارنه بسعر السوق,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Dave S.,فبراير 21 2025,هاتف ذكي رائع,هاتف ذكي رائع واجهه مستخدم فائقه السلاسه وكاميرا رائعه وهاتف متكامل اصدار خاص بالامارات العربيه المتحده,positive
Iphone 16,Apple,Anonymous,سبتمبر 19 2025,البطاريه تموت بسرعه كبيره,يتصرف بشكل طبيعي احيانا وجدت حسابا وقد انشا حساب واتساب تلقائيا موافقتي,neutral
Iphone 16,Apple,Joanne G.,يونيو 24 2025,ايفون جديد تماما واصلي,اذا كنت تريد شراء فهذا انا احبه شكرا علي الشراء عبر الانترنت لقد اذهلتني,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Rahman A.,يونيو 29 2025,الانتاج الاصلي,اعداد هاتفي اشعر انه هاتف رائع,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Irfan T.,يناير 22 2025,مفضل,هاتف مذهل وافضل شيء التصميم والشاشه تصميم الزاويه الرائعه,positive
Iphone 16,Apple,Khalid J.,سبتمبر 14 2025,شكرا ظهرا,خدمه ممتازه استلمت هاتفي ايفون جديدا تماما وحزمته ممتازه وصل منزلي اقل خمسه ايام شكرا,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Ilyas K.,يونيو 10 2025,غطاء الهاتف تالف,غطاء الهاتف تالف تحقق الصوره يرجي استبداله شكرا,neutral
Galaxy S24 Ultra Titanium Ram,Samsung,Islam S.,يوليو 10 2024,الهاتف اصلي وسعره جيد,هاتف رائع شيء جيدا بدون كابل الشاحن فقط,positive
Iphone 16,Apple,Dev D.,نوفمبر 9 2024,انه ممتاز المظهر والتغليف ايضا يجب السؤال وقت التسليم وتحديده الظهيره,منتج رائع يجب ان يوفر موقع الظهيره خيارا لوقت التسليم,positive
Galaxy S24 Ultra Titanium Ram,Samsung,Anonymous,يناير 4 2025,لقد اعجبني الهاتف شيء جيد انا سعيد لانني اشتريته,انا سعيد جدا لانني حصلت اثناء البيع,positive
